sample_id,premise,hypothesis,n_agents,m_examples,label,predicted,result
9644,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber is closing his door.,3,8,2,2.0,1
9644,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber is closing his door.,5,8,2,2.0,1
9644,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber is closing his door.,9,8,2,2.0,1
9644,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber is closing his door.,1,16,2,2.0,1
9644,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber is closing his door.,3,16,2,2.0,1
9644,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber is closing his door.,5,16,2,2.0,1
9644,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber is closing his door.,9,16,2,2.0,1
9644,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber is closing his door.,1,32,2,2.0,1
9644,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber is closing his door.,3,32,2,2.0,1
9644,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber is closing his door.,5,32,2,2.0,1
9644,A barber in a sports themed barber shop waits for his next customer to arrive.,A barber is closing his door.,9,32,2,2.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,1,1,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,3,1,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,5,1,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,9,1,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,1,4,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,3,4,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,5,4,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,9,4,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,1,8,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,3,8,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,5,8,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,9,8,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,1,16,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,3,16,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,5,16,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,9,16,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,1,32,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,3,32,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,5,32,0,0.0,1
8894,A woman wearing colonial clothing is sitting on the grass reading to a young girl.,People are outside.,9,32,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,1,1,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,3,1,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,5,1,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,9,1,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,1,4,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,3,4,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,5,4,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,9,4,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,1,8,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,3,8,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,5,8,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,9,8,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,1,16,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,3,16,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,5,16,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,9,16,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,1,32,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,3,32,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,5,32,0,0.0,1
8020,A runner in a black and blue uniform competes in a race.,he is running against a group of people,9,32,0,0.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,1,1,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,3,1,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,5,1,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,9,1,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,1,4,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,3,4,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,5,4,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,9,4,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,1,8,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,3,8,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,5,8,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,9,8,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,1,16,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,3,16,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,5,16,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,9,16,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,1,32,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,3,32,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,5,32,1,1.0,1
2232,A biker wearing glass and a backpack rides near a fountain.,A biker is riding for a charity event through the center of town.,9,32,1,1.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,1,1,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,3,1,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,5,1,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,9,1,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,1,4,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,3,4,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,5,4,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,9,4,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,1,8,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,3,8,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,5,8,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,9,8,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,1,16,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,3,16,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,5,16,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,9,16,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,1,32,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,3,32,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,5,32,2,2.0,1
993,"The farmers are out working hard on there tractor, they have on their overalls and the machine is almost fixed.",People wearing shorts are standing around doing nothing.,9,32,2,2.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,1,1,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,3,1,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,5,1,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,9,1,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,1,4,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,3,4,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,5,4,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,9,4,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,1,8,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,3,8,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,5,8,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,9,8,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,1,16,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,3,16,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,5,16,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,9,16,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,1,32,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,3,32,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,5,32,1,1.0,1
9412,The players manuever for the soccer ball.,Soccer players play outside.,9,32,1,1.0,1
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,1,1,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,3,1,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,5,1,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,9,1,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,1,4,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,3,4,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,5,4,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,9,4,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,1,8,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,3,8,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,5,8,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,9,8,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,1,16,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,3,16,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,5,16,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,9,16,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,1,32,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,3,32,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,5,32,-1,0.0,0
7058,A boy taking a shot while his team watches anxiously.,A young man is about to win a basketball game.,9,32,-1,0.0,0
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,1,1,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,3,1,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,5,1,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,9,1,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,1,4,1,0.0,0
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,3,4,1,0.0,0
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,5,4,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,9,4,1,0.0,0
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,1,8,1,0.0,0
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,3,8,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,5,8,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,9,8,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,1,16,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,3,16,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,5,16,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,9,16,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,1,32,1,0.0,0
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,3,32,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,5,32,1,1.0,1
6789,A bald man is getting out of a small blue car.,The man drives a blue car.,9,32,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,1,1,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,3,1,1,1.0,1
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,5,1,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,9,1,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,1,4,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,3,4,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,5,4,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,9,4,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,1,8,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,3,8,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,5,8,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,9,8,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,1,16,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,3,16,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,5,16,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,9,16,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,1,32,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,3,32,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,5,32,1,0.0,0
360,A birthday party for many little people to enjoy.,Children enjoying a birthday party.,9,32,1,0.0,0
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,1,1,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,3,1,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,5,1,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,9,1,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,1,4,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,3,4,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,5,4,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,9,4,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,1,8,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,3,8,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,5,8,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,9,8,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,1,16,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,3,16,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,5,16,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,9,16,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,1,32,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,3,32,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,5,32,1,1.0,1
304,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is moving grass on a John Deer motor.,9,32,1,1.0,1
2627,Two little white dogs running.,Two dogs are moving.,1,1,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,3,1,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,5,1,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,9,1,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,1,4,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,3,4,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,5,4,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,9,4,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,1,8,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,3,8,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,5,8,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,9,8,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,1,16,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,3,16,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,5,16,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,9,16,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,1,32,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,3,32,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,5,32,0,0.0,1
2627,Two little white dogs running.,Two dogs are moving.,9,32,0,0.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,1,1,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,3,1,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,5,1,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,9,1,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,1,4,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,3,4,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,5,4,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,9,4,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,1,8,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,3,8,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,5,8,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,9,8,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,1,16,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,3,16,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,5,16,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,9,16,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,1,32,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,3,32,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,5,32,2,2.0,1
8965,A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right.,The woman is sleeping on a pillow.,9,32,2,2.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,1,1,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,3,1,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,5,1,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,9,1,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,1,4,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,3,4,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,5,4,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,9,4,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,1,8,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,3,8,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,5,8,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,9,8,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,1,16,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,3,16,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,5,16,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,9,16,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,1,32,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,3,32,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,5,32,1,1.0,1
4513,"A man is laying down inside a black, non-working boat.",The man is asleep.,9,32,1,1.0,1
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,1,1,2,0.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,3,1,2,0.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,5,1,2,1.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,9,1,2,0.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,1,4,2,0.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,3,4,2,0.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,5,4,2,1.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,9,4,2,1.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,1,8,2,0.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,3,8,2,0.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,5,8,2,1.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,9,8,2,1.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,1,16,2,0.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,3,16,2,1.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,5,16,2,0.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,9,16,2,1.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,1,32,2,2.0,1
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,3,32,2,1.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,5,32,2,1.0,0
5910,A small child is giving heavy metal signs,A child pretending his hand is a bull.,9,32,2,1.0,0
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,1,1,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,3,1,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,5,1,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,9,1,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,1,4,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,3,4,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,5,4,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,9,4,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,1,8,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,3,8,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,5,8,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,9,8,0,0.0,1
8313,"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,1,16,0,0.0,1
